fire_radiance,Longitude,Latitude,geometry
6.180518,-122.307365,38.556297,POINT (-122.3073654174805 38.55629730224609)
9.876858,-122.29865,38.554905,POINT (-122.2986526489258 38.55490493774414)
2.5569737,-122.289894,38.55353,POINT (-122.2898941040039 38.55353164672852)
2.0312362,-122.09753,38.523174,POINT (-122.097526550293 38.52317428588867)
1.2628505,-122.08877,38.52178,POINT (-122.0887680053711 38.52177810668945)
1.1738795,-122.08,38.520382,POINT (-122.0800018310547 38.52038192749023)
1.246674,-122.07127,38.518997,POINT (-122.0712738037109 38.51899719238281)
0.90696675,-122.06253,38.517597,POINT (-122.0625305175781 38.51759719848633)
1.756235,-123.03811,38.661522,POINT (-123.0381088256836 38.66152191162109)
2.476091,-122.33527,38.55384,POINT (-122.3352737426758 38.55384063720703)
5.7033105,-122.32653,38.552475,POINT (-122.326530456543 38.55247497558594)
5.2261024,-122.31779,38.5511,POINT (-122.3177871704102 38.55110168457031)
0.9393198,-122.309074,38.549706,POINT (-122.3090744018555 38.54970550537109)
2.7834451,-122.099205,38.516598,POINT (-122.0992050170898 38.51659774780273)
1.5378517,-122.090454,38.515205,POINT (-122.0904541015625 38.51520538330078)
0.8584371,-122.08171,38.513813,POINT (-122.0817108154297 38.51381301879883)
0.85034883,-122.07297,38.512417,POINT (-122.0729675292969 38.51241683959961)
1.634911,-122.33453,38.547752,POINT (-122.3345336914062 38.54775238037109)
1.3760862,-122.177155,38.523,POINT (-122.1771545410156 38.52299880981445)
2.209178,-122.16841,38.521618,POINT (-122.1684112548828 38.5216178894043)
1.1900561,-122.14218,38.517464,POINT (-122.1421813964844 38.51746368408203)
5.387868,-122.13344,38.516083,POINT (-122.1334381103516 38.51608276367188)
2.1040306,-122.12469,38.514694,POINT (-122.1246871948242 38.51469421386719)
1.4650573,-123.056526,38.651825,POINT (-123.056526184082 38.65182495117188)
0.9635846,-123.047714,38.65051,POINT (-123.0477142333984 38.65050888061523)
5.153308,-123.038895,38.649174,POINT (-123.0388946533203 38.64917373657227)
1.1334382,-123.03004,38.647846,POINT (-123.0300369262695 38.64784622192383)
0.9959377,-123.021255,38.646523,POINT (-123.0212554931641 38.64652252197266)
0.89079016,-123.01244,38.64519,POINT (-123.0124435424805 38.64519119262695)
1.4893221,-122.17885,38.516422,POINT (-122.1788482666016 38.51642227172852)
1.2143209,-122.170105,38.515045,POINT (-122.1701049804688 38.51504516601562)
5.51728,-122.14389,38.51089,POINT (-122.1438903808594 38.51089096069336)
2.419473,-122.13513,38.50951,POINT (-122.1351318359375 38.5095100402832)
1.8290293,-122.12639,38.508125,POINT (-122.1263885498047 38.50812530517578)
1.9827064,-123.10207,38.651814,POINT (-123.1020736694336 38.65181350708008)
0.93123156,-123.08449,38.64918,POINT (-123.0844879150391 38.6491813659668)
1.8937355,-123.07569,38.647858,POINT (-123.0756912231445 38.64785766601562)
0.9878494,-123.05813,38.64522,POINT (-123.0581283569336 38.64522171020508)
0.9716729,-123.014,38.638577,POINT (-123.0139999389648 38.63857650756836)
1.7724115,-123.00519,38.637253,POINT (-123.0051879882812 38.63725280761719)
1.4165276,-122.99635,38.635925,POINT (-122.9963531494141 38.63592529296875)
0.88270193,-122.32916,38.533257,POINT (-122.3291625976562 38.53325653076172)
1.0282907,-122.18924,38.51124,POINT (-122.1892395019531 38.51123809814453)
1.1172616,-122.180504,38.50986,POINT (-122.1805038452148 38.50986099243164)
18.660719,-122.145584,38.504326,POINT (-122.1455841064453 38.50432586669922)
1.1819679,-122.13684,38.502937,POINT (-122.1368408203125 38.50293731689453)
1.1819679,-122.12808,38.501553,POINT (-122.1280822753906 38.50155258178711)
1.1334382,-122.98908,38.627983,POINT (-122.9890823364258 38.62798309326172)
1.2871153,-122.98023,38.62664,POINT (-122.9802322387695 38.62664031982422)
3.5841837,-122.971405,38.625313,POINT (-122.9714050292969 38.62531280517578)
1.3194684,-122.96261,38.623993,POINT (-122.9626083374023 38.62399291992188)
0.9635846,-122.95383,38.62265,POINT (-122.9538269042969 38.62265014648438)
1.1496147,-122.33085,38.526684,POINT (-122.3308486938477 38.52668380737305)
6.4959607,-122.15598,38.499138,POINT (-122.1559829711914 38.49913787841797)
1.1981443,-122.14726,38.497753,POINT (-122.1472625732422 38.49775314331055)
1.1334382,-123.11421,38.639946,POINT (-123.1142120361328 38.63994598388672)
1.5378517,-123.10538,38.63863,POINT (-123.1053771972656 38.63862991333008)
0.915055,-122.973045,38.61872,POINT (-122.9730453491211 38.61872100830078)
0.88270193,-122.96425,38.61739,POINT (-122.9642486572266 38.61738967895508)
1.0202024,-122.95547,38.616066,POINT (-122.9554672241211 38.61606597900391)
1.9260886,-122.946655,38.614727,POINT (-122.9466552734375 38.61472702026367)
1.1981443,-122.15768,38.492565,POINT (-122.1576766967773 38.4925651550293)
0.915055,-122.14896,38.491184,POINT (-122.1489562988281 38.49118423461914)
9.658474,-123.107124,38.63204,POINT (-123.1071243286133 38.63203811645508)
1.6187344,-123.09829,38.63072,POINT (-123.0982894897461 38.63071823120117)
0.9878494,-122.99227,38.614784,POINT (-122.9922714233398 38.61478424072266)
1.068732,-122.9835,38.61346,POINT (-122.9834976196289 38.61346054077148)
0.8584371,-122.97466,38.61213,POINT (-122.9746627807617 38.61212921142578)
0.93123156,-122.965866,38.610798,POINT (-122.9658660888672 38.61079788208008)
1.3760862,-122.94828,38.608135,POINT (-122.9482803344727 38.60813522338867)
1.4407924,-122.9395,38.60682,POINT (-122.9394989013672 38.60681915283203)
0.9474081,-123.00268,38.609512,POINT (-123.0026779174805 38.60951232910156)
0.915055,-122.9939,38.608185,POINT (-122.993896484375 38.60818481445312)
1.2143209,-122.98512,38.606865,POINT (-122.9851226806641 38.60686492919922)
1.1900561,-122.976295,38.605537,POINT (-122.9762954711914 38.60553741455078)
1.3275567,-122.9675,38.604206,POINT (-122.9674987792969 38.60420608520508)
1.5540283,-122.95868,38.602875,POINT (-122.9586791992188 38.60287475585938)
3.470948,-122.94987,38.60154,POINT (-122.9498672485352 38.60153961181641)
1.4165276,-122.94111,38.600216,POINT (-122.9411087036133 38.60021591186523)
0.9474081,-123.01308,38.604237,POINT (-123.0130767822266 38.6042366027832)
1.1091734,-123.0043,38.602913,POINT (-123.0043029785156 38.60291290283203)
1.0121142,-122.99554,38.601593,POINT (-122.9955368041992 38.60159301757812)
1.6834406,-122.98673,38.60027,POINT (-122.9867324829102 38.60026931762695)
0.9878494,-122.97788,38.598938,POINT (-122.9778823852539 38.59893798828125)
1.1172616,-122.96912,38.597614,POINT (-122.9691162109375 38.59761428833008)
1.5944695,-122.96032,38.596283,POINT (-122.960319519043 38.59628295898438)
3.6246252,-122.95148,38.59494,POINT (-122.9514770507812 38.59494018554688)
3.4547715,-122.94271,38.593613,POINT (-122.9427108764648 38.59361267089844)
1.0121142,-122.99713,38.59499,POINT (-122.9971313476562 38.59498977661133)
1.578293,-122.988304,38.593662,POINT (-122.9883041381836 38.59366226196289)
1.1496147,-122.97944,38.59234,POINT (-122.9794387817383 38.59233856201172)
1.1819679,-122.97066,38.591007,POINT (-122.9706573486328 38.59100723266602)
1.2628505,-122.961914,38.589684,POINT (-122.9619140625 38.58968353271484)
2.4356496,-122.95313,38.588364,POINT (-122.9531326293945 38.58836364746094)
3.3658006,-122.944336,38.587032,POINT (-122.9443359375 38.58703231811523)
0.915055,-122.98984,38.587067,POINT (-122.9898376464844 38.58706665039062)
0.9959377,-122.981026,38.585728,POINT (-122.9810256958008 38.58572769165039)
0.9959377,-122.97226,38.584404,POINT (-122.9722595214844 38.58440399169922)
1.3518214,-122.9635,38.583088,POINT (-122.9635009765625 38.58308792114258)
1.246674,-122.95476,38.58176,POINT (-122.9547576904297 38.58176040649414)
2.0716774,-122.30593,38.481754,POINT (-122.3059310913086 38.48175430297852)
1.246674,-122.97391,38.57782,POINT (-122.9739074707031 38.57781982421875)
1.634911,-122.965126,38.576485,POINT (-122.9651260375977 38.57648468017578)
0.89079016,-122.956345,38.57517,POINT (-122.9563446044922 38.57516860961914)
1.5216751,-122.31634,38.476547,POINT (-122.3163375854492 38.47654724121094)
1.9827064,-122.307594,38.475178,POINT (-122.3075942993164 38.47517776489258)
1.4327042,-123.04623,38.581844,POINT (-123.0462265014648 38.58184432983398)
1.4327042,-122.97553,38.57122,POINT (-122.9755325317383 38.57122039794922)
1.1334382,-122.96677,38.56989,POINT (-122.9667663574219 38.56988906860352)
1.157703,-122.957924,38.568577,POINT (-122.9579238891602 38.56857681274414)
1.3194684,-122.949104,38.567238,POINT (-122.949104309082 38.56723785400391)
1.1738795,-122.94033,38.565907,POINT (-122.9403305053711 38.5659065246582)
1.1415265,-122.931564,38.56458,POINT (-122.9315643310547 38.56457901000977)
1.4974103,-122.30928,38.468605,POINT (-122.3092803955078 38.46860504150391)
1.1900561,-123.04788,38.575253,POINT (-123.0478820800781 38.57525253295898)
2.0716774,-123.03902,38.57393,POINT (-123.0390167236328 38.57392883300781)
1.3032919,-123.030174,38.572598,POINT (-123.0301742553711 38.57259750366211)
1.4812338,-123.021324,38.571266,POINT (-123.0213241577148 38.57126617431641)
0.8665254,-123.01244,38.56994,POINT (-123.0124435424805 38.56993865966797)
0.8665254,-122.950714,38.56064,POINT (-122.9507141113281 38.56063842773438)
1.3922628,-122.94194,38.559322,POINT (-122.9419403076172 38.55932235717773)
0.9554964,-123.031845,38.566,POINT (-123.0318450927734 38.56600189208984)
1.756235,-123.02298,38.564674,POINT (-123.0229797363281 38.56467437744141)
0.9959377,-122.96119,38.55538,POINT (-122.9611892700195 38.55538177490234)
1.2143209,-122.95238,38.554058,POINT (-122.9523773193359 38.55405807495117)
1.068732,-122.943596,38.55273,POINT (-122.9435958862305 38.55273056030273)
0.9797612,-122.251465,38.445835,POINT (-122.25146484375 38.44583511352539)
1.5621165,-122.24274,38.444458,POINT (-122.2427368164062 38.4444580078125)
1.2224091,-122.23399,38.443077,POINT (-122.2339935302734 38.44307708740234)
0.87461364,-122.19909,38.43758,POINT (-122.199089050293 38.43758010864258)
1.3032919,-122.19036,38.4362,POINT (-122.1903610229492 38.43619918823242)
0.93123156,-122.18162,38.434822,POINT (-122.1816177368164 38.43482208251953)
0.93123156,-123.01568,38.55674,POINT (-123.0156784057617 38.55673980712891)
1.068732,-123.00686,38.555424,POINT (-123.0068588256836 38.55542373657227)
1.246674,-122.99806,38.554096,POINT (-122.9980621337891 38.55409622192383)
1.3194684,-122.989265,38.55277,POINT (-122.9892654418945 38.55276870727539)
1.0768204,-122.98045,38.551445,POINT (-122.9804534912109 38.55144500732422)
1.7724115,-122.9716,38.55012,POINT (-122.9716033935547 38.55012130737305)
1.2385857,-122.244415,38.43788,POINT (-122.2444152832031 38.43788146972656)
0.9554964,-122.23567,38.436504,POINT (-122.2356719970703 38.43650436401367)
2.1363835,-122.226944,38.435127,POINT (-122.2269439697266 38.43512725830078)
1.5216751,-122.2182,38.433746,POINT (-122.2182006835938 38.43374633789062)
2.1849132,-122.2095,38.43239,POINT (-122.2095031738281 38.43238830566406)
5.363603,-122.200775,38.431007,POINT (-122.2007751464844 38.43100738525391)
7.644495,-122.19204,38.429634,POINT (-122.1920394897461 38.42963409423828)
7.7011127,-122.18333,38.42826,POINT (-122.1833267211914 38.42826080322266)
2.9371223,-122.23736,38.42993,POINT (-122.2373580932617 38.429931640625)
5.840811,-122.22862,38.428555,POINT (-122.2286224365234 38.42855453491211)
2.2738843,-122.21989,38.427174,POINT (-122.2198867797852 38.42717361450195)
5.0724254,-122.18502,38.421696,POINT (-122.1850204467773 38.42169570922852)
1.3194684,-122.17629,38.42031,POINT (-122.1762924194336 38.42031097412109)
1.1172616,-122.246346,38.424976,POINT (-122.2463455200195 38.42497634887695)
1.0040259,-122.2376,38.423603,POINT (-122.2376022338867 38.42360305786133)
1.578293,-122.17826,38.407356,POINT (-122.1782608032227 38.40735626220703)
3.8672733,-122.17994,38.400787,POINT (-122.1799392700195 38.40078735351562)
3.0341816,-122.18162,38.39422,POINT (-122.1816177368164 38.39421844482422)
1.4084394,-122.172905,38.392838,POINT (-122.1729049682617 38.39283752441406)
0.8665254,-122.16416,38.391457,POINT (-122.1641616821289 38.39145660400391)
1.3032919,-122.18329,38.38765,POINT (-122.1832885742188 38.38764953613281)
5.274632,-122.17457,38.386272,POINT (-122.1745681762695 38.38627243041992)
4.4172754,-122.16583,38.384888,POINT (-122.1658325195312 38.3848876953125)
1.5216751,-122.16751,38.378315,POINT (-122.1675109863281 38.37831497192383)
1.0282907,-122.15878,38.37693,POINT (-122.1587829589844 38.37693023681641)
1.9746182,-122.16048,38.370365,POINT (-122.1604766845703 38.37036514282227)
1.4407924,-122.15175,38.368977,POINT (-122.1517486572266 38.36897659301758)
0.93123156,-122.143005,38.367588,POINT (-122.1430053710938 38.36758804321289)
1.4246159,-122.162155,38.36379,POINT (-122.1621551513672 38.36378860473633)
2.7672687,-122.15344,38.362404,POINT (-122.1534423828125 38.36240386962891)
5.209926,-122.14471,38.36102,POINT (-122.1447067260742 38.36101913452148)
3.2202117,-122.13597,38.35963,POINT (-122.1359710693359 38.3596305847168)
5.14522,-123.2247,38.520397,POINT (-123.2247009277344 38.5203971862793)
1.4165276,-123.21572,38.519066,POINT (-123.2157211303711 38.51906585693359)
0.93123156,-122.03297,38.33637,POINT (-122.0329666137695 38.33636856079102)
1.8047645,-123.22641,38.513794,POINT (-123.2264099121094 38.5137939453125)
1.068732,-123.217445,38.51247,POINT (-123.2174453735352 38.51247024536133)
0.93123156,-122.09574,38.339546,POINT (-122.0957412719727 38.33954620361328)
0.8665254,-122.08702,38.33816,POINT (-122.0870208740234 38.33816146850586)
0.8665254,-122.07832,38.336773,POINT (-122.0783233642578 38.33677291870117)
1.2224091,-122.03466,38.329803,POINT (-122.0346603393555 38.32980346679688)
0.915055,-122.09742,38.332973,POINT (-122.0974197387695 38.33297348022461)
0.85034883,-122.08,38.3302,POINT (-122.0800018310547 38.3302001953125)
1.3113801,-122.0713,38.32881,POINT (-122.0712966918945 38.32881164550781)
2.2819724,-122.08168,38.32362,POINT (-122.0816802978516 38.3236198425293)
3.050358,-122.07299,38.32224,POINT (-122.0729904174805 38.32223892211914)
1.8290293,-122.083374,38.317047,POINT (-122.0833740234375 38.31704711914062)
1.7077054,-122.07468,38.315662,POINT (-122.0746765136719 38.3156623840332)
4.6841884,-122.076355,38.309086,POINT (-122.0763549804688 38.30908584594727)
1.1981443,-122.06763,38.307693,POINT (-122.067626953125 38.30769348144531)
0.87461364,-122.069305,38.301117,POINT (-122.0693054199219 38.30111694335938)
1.0121142,-119.63515,37.883358,POINT (-119.6351470947266 37.88335800170898)
2.6055033,-122.83614,38.027424,POINT (-122.8361434936523 38.02742385864258)
1.1010852,-122.83778,38.02084,POINT (-122.8377838134766 38.02083969116211)
0.85034883,-117.31516,36.89598,POINT (-117.3151626586914 36.89598083496094)
0.85034883,-117.29149,36.891083,POINT (-117.2914886474609 36.89108276367188)
0.8584371,-117.279755,36.88865,POINT (-117.2797546386719 36.88864898681641)
0.88270193,-117.2682,36.886257,POINT (-117.2682037353516 36.88625717163086)
0.85034883,-117.25674,36.88388,POINT (-117.2567367553711 36.88388061523438)
0.85034883,-117.221725,36.876614,POINT (-117.2217254638672 36.87661361694336)
0.85034883,-117.31758,36.888412,POINT (-117.3175811767578 36.88841247558594)
0.8665254,-117.28184,36.880993,POINT (-117.2818374633789 36.8809928894043)
0.8665254,-117.27018,36.87857,POINT (-117.2701797485352 36.87857055664062)
0.85034883,-117.25857,36.876156,POINT (-117.2585678100586 36.87615585327148)
0.8665254,-117.246826,36.87372,POINT (-117.246826171875 36.87371826171875)
0.8665254,-117.23505,36.87126,POINT (-117.2350463867188 36.87126159667969)
0.87461364,-117.22319,36.868797,POINT (-117.2231903076172 36.86879730224609)
0.89079016,-117.21187,36.866447,POINT (-117.2118682861328 36.86644744873047)
0.8665254,-117.20099,36.86419,POINT (-117.2009887695312 36.86418914794922)
0.8665254,-117.32003,36.88085,POINT (-117.3200302124023 36.88085174560547)
0.88270193,-117.30778,36.878304,POINT (-117.3077774047852 36.87830352783203)
0.87461364,-117.28392,36.87334,POINT (-117.2839202880859 36.87334060668945)
0.89079016,-117.27222,36.870903,POINT (-117.272216796875 36.87090301513672)
0.87461364,-117.260414,36.86844,POINT (-117.2604141235352 36.86843872070312)
0.90696675,-117.24858,36.865974,POINT (-117.2485809326172 36.86597442626953)
0.89887846,-117.23679,36.86351,POINT (-117.2367935180664 36.86351013183594)
0.89887846,-117.224915,36.86104,POINT (-117.2249145507812 36.86103820800781)
0.89079016,-117.21329,36.85862,POINT (-117.2132873535156 36.85861968994141)
0.92314327,-117.20211,36.85629,POINT (-117.2021102905273 36.85628890991211)
0.88270193,-117.19103,36.85397,POINT (-117.191032409668 36.85396957397461)
0.88270193,-117.17942,36.851547,POINT (-117.1794204711914 36.85154724121094)
0.85034883,-117.1565,36.846752,POINT (-117.1565017700195 36.84675216674805)
0.8584371,-117.322586,36.873318,POINT (-117.3225860595703 36.87331771850586)
0.88270193,-117.3102,36.87073,POINT (-117.3102035522461 36.87073135375977)
0.85034883,-117.29805,36.868202,POINT (-117.2980499267578 36.86820220947266)
0.8584371,-117.286095,36.8657,POINT (-117.2860946655273 36.86569976806641)
0.89079016,-117.27424,36.86323,POINT (-117.2742385864258 36.86323165893555)
0.89079016,-117.26238,36.860756,POINT (-117.2623825073242 36.86075592041016)
0.915055,-117.25044,36.858253,POINT (-117.2504425048828 36.85825347900391)
0.92314327,-117.23861,36.855778,POINT (-117.2386093139648 36.85577774047852)
0.915055,-117.22684,36.853333,POINT (-117.2268371582031 36.85333251953125)
0.89887846,-117.21505,36.850864,POINT (-117.2150497436523 36.85086441040039)
0.90696675,-117.20337,36.848415,POINT (-117.203369140625 36.84841537475586)
0.88270193,-117.19198,36.846043,POINT (-117.1919784545898 36.84604263305664)
0.88270193,-117.18068,36.843674,POINT (-117.1806793212891 36.84367370605469)
0.8665254,-117.15858,36.83905,POINT (-117.158576965332 36.83905029296875)
0.8584371,-117.32612,36.88465,POINT (-117.3261184692383 36.88465118408203)
0.87461364,-117.31381,36.88217,POINT (-117.3138122558594 36.88217163085938)
0.85034883,-117.30164,36.879715,POINT (-117.301643371582 36.87971496582031)
0.8665254,-117.28974,36.87731,POINT (-117.2897415161133 36.87731170654297)
0.88270193,-117.27797,36.874924,POINT (-117.2779693603516 36.87492370605469)
0.87461364,-117.26629,36.872562,POINT (-117.2662887573242 36.87256240844727)
0.88270193,-117.25447,36.870174,POINT (-117.2544708251953 36.87017440795898)
0.89079016,-117.242584,36.867775,POINT (-117.2425842285156 36.86777496337891)
0.89079016,-117.230774,36.86537,POINT (-117.2307739257812 36.86537170410156)
0.89079016,-117.21897,36.86298,POINT (-117.2189712524414 36.86297988891602)
0.915055,-117.2077,36.860695,POINT (-117.2077026367188 36.86069488525391)
0.89887846,-117.196815,36.85847,POINT (-117.1968154907227 36.85847091674805)
0.8584371,-117.1854,36.856144,POINT (-117.1854019165039 36.85614395141602)
0.85034883,-117.13986,36.846874,POINT (-117.1398620605469 36.84687423706055)
0.85034883,-117.328674,36.877113,POINT (-117.3286743164062 36.87711334228516)
0.8665254,-117.3163,36.87462,POINT (-117.3162994384766 36.87461853027344)
0.87461364,-117.30399,36.87213,POINT (-117.3039932250977 36.87213134765625)
0.88270193,-117.280075,36.86729,POINT (-117.2800750732422 36.86729049682617)
0.88270193,-117.26823,36.864883,POINT (-117.2682266235352 36.86488342285156)
0.89887846,-117.25637,36.862476,POINT (-117.2563705444336 36.86247634887695)
0.915055,-117.2445,36.860073,POINT (-117.244499206543 36.86007308959961)
0.915055,-117.23256,36.857643,POINT (-117.2325592041016 36.85764312744141)
0.90696675,-117.22079,36.855247,POINT (-117.2207870483398 36.85524749755859)
0.90696675,-117.20914,36.852886,POINT (-117.2091369628906 36.85288619995117)
0.90696675,-117.19782,36.85057,POINT (-117.1978225708008 36.85057067871094)
0.89887846,-117.18633,36.848225,POINT (-117.1863327026367 36.84822463989258)
0.8665254,-117.17508,36.845936,POINT (-117.1750793457031 36.8459358215332)
0.85034883,-117.152855,36.8414,POINT (-117.1528549194336 36.84140014648438)
0.85034883,-117.344345,36.872223,POINT (-117.3443450927734 36.87222290039062)
0.85034883,-117.33139,36.8696,POINT (-117.3313903808594 36.86959838867188)
0.88270193,-117.31881,36.867058,POINT (-117.3188095092773 36.86705780029297)
0.89079016,-117.30645,36.86456,POINT (-117.3064498901367 36.86455917358398)
0.8584371,-117.29429,36.86209,POINT (-117.2942886352539 36.86209106445312)
0.8665254,-117.282295,36.859665,POINT (-117.2822952270508 36.85966491699219)
0.89079016,-117.27036,36.857227,POINT (-117.2703628540039 36.85722732543945)
0.90696675,-117.25836,36.854794,POINT (-117.2583618164062 36.85479354858398)
0.93123156,-117.246414,36.85236,POINT (-117.2464141845703 36.85235977172852)
0.93123156,-117.23453,36.849953,POINT (-117.2345275878906 36.84995269775391)
0.92314327,-117.222694,36.84753,POINT (-117.2226943969727 36.84753036499023)
0.915055,-117.2109,36.84513,POINT (-117.2108993530273 36.84513092041016)
0.90696675,-117.19926,36.842754,POINT (-117.1992568969727 36.84275436401367)
0.89079016,-117.18785,36.840424,POINT (-117.1878509521484 36.84042358398438)
0.89887846,-117.176674,36.838142,POINT (-117.1766738891602 36.83814239501953)
0.87461364,-117.16572,36.835903,POINT (-117.1657180786133 36.83590316772461)
0.8584371,-117.13228,36.829056,POINT (-117.1322784423828 36.82905578613281)
0.87461364,-117.32142,36.859524,POINT (-117.321418762207 36.85952377319336)
0.88270193,-117.30906,36.857014,POINT (-117.3090591430664 36.85701370239258)
0.87461364,-117.29681,36.854527,POINT (-117.2968063354492 36.85452651977539)
0.8584371,-117.284645,36.85205,POINT (-117.2846450805664 36.85205078125)
0.8665254,-117.27261,36.849606,POINT (-117.2726135253906 36.84960556030273)
0.87461364,-117.260605,36.847168,POINT (-117.2606048583984 36.84716796875)
0.89079016,-117.2486,36.84471,POINT (-117.2485961914062 36.84471130371094)
0.915055,-117.23663,36.84228,POINT (-117.2366333007812 36.84228134155273)
0.9393198,-117.22472,36.83984,POINT (-117.2247161865234 36.83983993530273)
0.93123156,-117.21282,36.83742,POINT (-117.2128219604492 36.83742141723633)
0.9393198,-117.20121,36.83504,POINT (-117.2012100219727 36.83504104614258)
0.89887846,-117.18975,36.832695,POINT (-117.1897506713867 36.83269500732422)
0.88270193,-117.17844,36.830376,POINT (-117.1784362792969 36.83037567138672)
0.88270193,-117.16762,36.828163,POINT (-117.1676177978516 36.82816314697266)
0.8665254,-117.15694,36.82597,POINT (-117.1569366455078 36.82596969604492)
0.88270193,-117.145256,36.82357,POINT (-117.1452560424805 36.82357025146484)
0.87461364,-117.13363,36.821198,POINT (-117.1336288452148 36.82119750976562)
0.85034883,-117.33723,36.854668,POINT (-117.3372268676758 36.85466766357422)
0.87461364,-117.311844,36.849506,POINT (-117.3118438720703 36.84950637817383)
0.89079016,-117.299416,36.84698,POINT (-117.2994155883789 36.84698104858398)
0.88270193,-117.287094,36.844463,POINT (-117.2870941162109 36.84446334838867)
0.87461364,-117.27496,36.841995,POINT (-117.2749633789062 36.84199523925781)
0.87461364,-117.26297,36.83955,POINT (-117.2629699707031 36.83955001831055)
0.88270193,-117.25092,36.837097,POINT (-117.2509231567383 36.83709716796875)
0.88270193,-117.23887,36.83463,POINT (-117.2388687133789 36.83462905883789)
0.89079016,-117.22687,36.832172,POINT (-117.2268676757812 36.83217239379883)
0.9474081,-117.21502,36.82976,POINT (-117.2150192260742 36.82976150512695)
0.93123156,-117.20333,36.82736,POINT (-117.2033309936523 36.82735824584961)
0.89887846,-117.19181,36.825,POINT (-117.1918106079102 36.82500076293945)
0.89887846,-117.18023,36.822628,POINT (-117.1802291870117 36.82262802124023)
0.9393198,-117.16889,36.820293,POINT (-117.1688919067383 36.82029342651367)
0.92314327,-117.1578,36.818024,POINT (-117.1577987670898 36.81802368164062)
0.87461364,-117.1469,36.815777,POINT (-117.1468963623047 36.81577682495117)
0.85034883,-117.31469,36.842022,POINT (-117.3146896362305 36.84202194213867)
0.88270193,-117.30211,36.839455,POINT (-117.3021087646484 36.83945465087891)
0.90696675,-117.289566,36.836895,POINT (-117.2895660400391 36.83689498901367)
0.87461364,-117.27733,36.834385,POINT (-117.2773284912109 36.83438491821289)
0.87461364,-117.265305,36.831932,POINT (-117.2653045654297 36.83193206787109)
0.87461364,-117.25328,36.829475,POINT (-117.2532806396484 36.82947540283203)
0.87461364,-117.24125,36.827015,POINT (-117.2412490844727 36.8270149230957)
0.87461364,-117.229225,36.824547,POINT (-117.2292251586914 36.82454681396484)
0.89079016,-117.21725,36.822094,POINT (-117.2172470092773 36.82209396362305)
0.90696675,-117.2056,36.81971,POINT (-117.2055969238281 36.81970977783203)
0.90696675,-117.19393,36.81731,POINT (-117.1939315795898 36.81731033325195)
0.89079016,-117.1822,36.814896,POINT (-117.1821975708008 36.81489562988281)
0.88270193,-117.17031,36.81245,POINT (-117.1703109741211 36.81245040893555)
0.9393198,-117.158875,36.8101,POINT (-117.1588745117188 36.81010055541992)
0.915055,-117.14817,36.8079,POINT (-117.1481704711914 36.80789947509766)
0.88270193,-117.137825,36.805767,POINT (-117.137825012207 36.80576705932617)
0.85034883,-113.887726,36.087757,POINT (-113.8877258300781 36.0877571105957)
0.8584371,-117.31735,36.834488,POINT (-117.3173522949219 36.83448791503906)
0.89079016,-117.30466,36.831898,POINT (-117.3046569824219 36.8318977355957)
0.92314327,-117.29202,36.829315,POINT (-117.2920227050781 36.82931518554688)
0.90696675,-117.27966,36.826782,POINT (-117.2796630859375 36.8267822265625)
0.88270193,-117.267624,36.824318,POINT (-117.2676239013672 36.82431793212891)
0.88270193,-117.25566,36.821865,POINT (-117.2556610107422 36.82186508178711)
0.88270193,-117.24363,36.81939,POINT (-117.2436294555664 36.81938934326172)
0.87461364,-117.231575,36.816917,POINT (-117.231575012207 36.81691741943359)
0.87461364,-117.21958,36.814453,POINT (-117.2195816040039 36.814453125)
0.89887846,-117.20778,36.812027,POINT (-117.2077789306641 36.81202697753906)
0.915055,-117.1961,36.809624,POINT (-117.1960983276367 36.80962371826172)
0.88270193,-117.18423,36.807182,POINT (-117.1842269897461 36.80718231201172)
0.88270193,-117.17218,36.8047,POINT (-117.1721801757812 36.8046989440918)
0.915055,-117.16017,36.80223,POINT (-117.1601715087891 36.80223083496094)
0.9635846,-117.149124,36.799953,POINT (-117.1491241455078 36.79995346069336)
0.9474081,-117.1386,36.79778,POINT (-117.1386032104492 36.79777908325195)
0.87461364,-117.128944,36.795784,POINT (-117.1289443969727 36.79578399658203)
0.85034883,-117.31995,36.82694,POINT (-117.3199462890625 36.82693862915039)
0.88270193,-117.30719,36.824333,POINT (-117.3071899414062 36.82433319091797)
0.92314327,-117.29451,36.82174,POINT (-117.2945098876953 36.82173919677734)
0.92314327,-117.28205,36.819187,POINT (-117.2820510864258 36.81918716430664)
0.87461364,-117.26995,36.8167,POINT (-117.2699508666992 36.81669998168945)
0.88270193,-117.25797,36.81424,POINT (-117.2579727172852 36.81423950195312)
0.88270193,-117.245964,36.811768,POINT (-117.245964050293 36.811767578125)
0.87461364,-117.23397,36.809288,POINT (-117.2339706420898 36.80928802490234)
0.8584371,-117.22196,36.806824,POINT (-117.2219619750977 36.80682373046875)
0.8665254,-117.21004,36.80437,POINT (-117.2100372314453 36.80437088012695)
0.89887846,-117.198235,36.80194,POINT (-117.1982345581055 36.80194091796875)
0.88270193,-117.18638,36.799488,POINT (-117.1863784790039 36.79948806762695)
0.89079016,-117.17427,36.796997,POINT (-117.1742706298828 36.7969970703125)
0.89887846,-117.162186,36.794506,POINT (-117.1621856689453 36.79450607299805)
